Code|Artist|Total Views|100M|Avg
131|Jass Manak|5887.3|15|1.511
132|Inna|5866.9|15|1.417
133|Cartel de Santa|5816.6|18|2.076
134|Patati Patat†|5791.6|13|2.335
135|Maiara & Maraisa|5785.9|12|1.957
136|Red Hot Chili Peppers|5764.1|12|1.587
137|Calibre 50|5736.5|15|2.263
138|Haschak Sisters|5670.8|16|0.503
139|Bon Jovi|5623.1|9|1.463
140|Myke Towers|5616.2|11|2.45
141|Mark Ronson|5591.5|3|1.216
142|Pentatonix|5583.6|13|0.552
143|Wisin|5578.5|12|0.955
144|Camila Cabello|5571.8|12|0.857
145|Nio Garc°a|5471.4|8|0.915
146|Avril Lavigne|5456|16|1.039
147|Metallica|5430.2|7|1.588
148|Juan Gabriel|5426.8|11|1.509
149|Lana Del Rey|5409.7|12|1.716
150|Hariharan|5345.6|8|4.076
151|Yasmin Verissimo|5341.8|15|2.464
152|Manuel Turizo|5332.8|10|2.929
153|Ricardo Arjona|5268.8|8|1.774
154|Kodak Black|5246.1|13|1.726
155|Lil Nas X|5200.8|10|1.315
156|MC Kevinho|5188.9|12|0.249
157|Marc Anthony|5173.6|13|1.497
158|Luan Santana|5164.4|14|1.812
159|Wisin & Yandel|5158.6|14|1.874
160|Sean Paul|5116.4|11|1.478
161|G-Eazy|5114.2|8|0.918
162|Akon|5107.6|9|1.823
163|Camilo|5094.4|14|1.379
164|Jessie J|5083.8|9|0.657
165|Madonna|5062.4|11|1.758
166|Lil Wayne|5050.1|8|1.139
167|Mohamed Ramadan|5007.8|8|0.84
168|Carlos Vives|4959.3|6|1.117
169|Tyga|4941.1|7|1.004
170|Whitney Houston|4918.7|10|1.894
171|Kygo|4910.1|11|1.003
172|Hillsong Worship|4831.7|10|2.158
173|Macklemore & Ryan Lewis|4823.8|8|0.624
174|Girls' Generation|4708.2|10|0.723
175|Aventura|4707.8|16|2.137
176|Jul|4703.4|4|1.751
177|Khalid|4662.6|10|0.885
178|LMFAO|4657.4|5|0.545
179|Jesse & Joy|4655.9|10|1.044
180|Plan B|4624.1|13|1.252
181|Man†|4607|14|1.432
182|Flo Rida|4604.6|10|0.826
183|Machine Gun Kelly|4552.1|10|1.214
184|Grupo Firme|4523.1|14|3.737
185|ZAYN|4503.5|5|0.863
186|Simone & Simaria|4482.7|9|0.859
187|Sech|4477.6|11|1.103
188|Doja Cat|4476.9|15|2.264
189|Rahat Fateh Ali Khan|4475|10|1.743
190|Adexe & Nau|4462.8|8|0.425
191|Usher|4458.7|13|1.214
192|Nirvana|4453.9|7|1.375
193|Lil Pump|4440.7|11|0.306
194|Jubin Nautiyal|4428.7|6|1.269
195|Saad Lamjarred|4331.2|10|0.966
196|Kanye West|4329.4|15|0.996
197|Pablo Albor†n|4326.3|11|1.037
198|Silvestre Dangond|4290.6|7|0.949
199|Rosal°a|4287.7|6|2.247
200|Kenshi Yonezu|4252.9|12|1.49
201|Stray Kids|4250.8|8|3.801
202|El Chombo|4197.4|1|1.391
203|Rammstein|4193.3|12|1.706
204|Illslick|4188.8|9|1.273
205|Backstreet Boys|4175.1|9|1.484
206|Meet Bros|4173.8|12|1.075
207|Elissa|4124|6|1.859
208|Kevin Roldan|4076.2|11|1.026
209|Pop Smoke|4065.6|8|1.665
210|Gorillaz|4064.4|10|1.143
211|Harry Styles|4049.7|9|2.265
212|Passenger|4033.4|1|0.622
213|Morat|4011.3|8|2.382
214|Dhanush|4002|5|1.679
215|Hussain Al Jassmi|3984|7|1.301
216|Zion & Lennox|3964.3|7|1.168
217|Rae Sremmurd|3933.3|9|0.364
218|Hungria Hip Hop|3866.4|13|1.544
219|Halsey|3864.1|8|0.908
220|NCT|3809.6|9|1.172
221|Monkan Kankoon|3792.6|10|1.792
222|Atif Aslam|3782.2|9|1.01
223|Panic! at the Disco|3777.9|6|0.484
224|CÇline Dion|3749.3|10|1.564
225|21 Savage|3741.6|8|1.098
226|El Alfa|3740.9|7|1.62
227|Kendrick Lamar|3728.1|12|0.854
228|Iggy Azalea|3726.6|9|0.34
229|Alejandro Fern†ndez|3719.5|6|1.118
230|TINI|3715.3|13|2.175
231|J.Fla|3701.8|6|0.35
232|La Adictiva Banda San JosÇ de Mesillas|3687.4|7|1.281
233|System of a Down|3680.4|8|1.07
234|Bryan Adams|3668.6|10|1.291
235|Slipknot|3656.3|10|1.056
236|Kurt Hugo Schneider|3635.2|4|0.222
237|Lil Uzi Vert|3634.5|8|1.267
238|Nour Al Zain|3625.1|8|0.594
239|Melendi|3609.1|4|1.148
240|Mon Laferte|3606.4|8|1.403
241|DaBaby|3592|7|0.759
242|Nickelback|3578.9|11|0.761
243|Carlos Rivera|3571.3|11|1.224
244|Nelly|3570.3|7|1.164
245|Chayanne|3555.5|11|0.882
246|Yandel|3544.3|7|1.447
247|Christina Aguilera|3523.3|10|0.767
248|Dalex|3521.8|8|1.137
249|Lil Durk|3520.8|3|1.983
250|Lindsey Stirling|3509.3|8|0.569
251|Cali y El Dandee|3504.6|7|0.716
252|Ariel Camacho y Los Plebes Del Rancho|3502.8|8|0.585
253|Jonas Blue|3495.9|7|0.63
254|Yuridia|3482|7|4.551
255|Santa Fe Klan|3459.6|6|2.638
256|Arctic Monkeys|3433.4|6|1.03
257|Bruno e Marrone|3431.9|5|1.091
258|Violetta|3428.5|4|0.263
259|Young Thug|3425|8|0.934
260|John Legend|3419.4|4|0.517
261|Bebe Rexha|3400.2|5|0.546
262|Banda Los Recoditos|3399.6|11|0.59
263|Tiâsto|3393|8|1.323
264|Melanie Martinez|3386.7|11|0.723
265|Christina Perri|3366.4|3|0.553
266|MC Livinho|3359.5|10|0.263
267|Ludmilla|3322|8|2.135
268|Meek Mill|3301.2|6|0.794
269|Little Big|3288.3|8|1.179
270|Marco Antonio Sol°s|3277|12|1.148
271|Pulcino Pio|3270.1|6|0.467
272|C-Kan|3269.3|7|0.713
273|Danny Ocean|3264.3|5|0.915
274|Seventeen|3260.1|3|2.311
275|Jhay Cortez|3259.3|3|1.123
276|Pharrell Williams|3258.5|6|0.583
277|Evanescence|3257|6|0.836
278|GOT7|3241.3|8|0.29
279|Green Day|3219.4|7|0.776
280|Cosculluela|3189.6|5|0.946
281|Alejandro Sanz|3183.5|5|0.684
282|Emiway Bantai|3168.8|7|0.968
283|Pedro Cap¢|3161.3|2|0.609
284|Zedd|3160.8|10|0.464
285|Stromae|3151.2|6|0.999
286|Lil Peep|3142.8|8|0.916
287|LP|3122.7|6|1.184
288|Vishal Dadlani|3122.2|9|0.72
289|Alicia Keys|3101.6|6|0.739
290|Luis Miguel|3089.7|8|1.244
291|Gucci Mane|3047.3|3|0.692
292|Abba|3045.9|7|1.318
293|Khea|3010|10|0.572
294|Gerardo Ortiz|2993.7|9|0.564
295|Ciara|2980.9|10|0.604
296|James Arthur|2980.5|4|0.859
297|Naiara Azevedo|2973.6|8|0.373
298|Gustavo Mioto|2969.6|7|1.303
299|Tribo da Periferia|2968.8|6|1.096
300|Armin van Buuren|2967.4|4|0.677
301|R°o Roma|2956.2|8|0.774
302|Harrdy Sandhu|2945.2|7|0.666
303|Brytiago|2945|7|0.658
304|Alex Rose|2917|6|1.058
305|Red Velvet|2916.9|12|0.585
306|Jay Chou|2915.2|4|0.773
307|Paramore|2911|10|0.592
308|Camila|2903.8|9|0.539
309|French Montana|2902.3|3|0.62
310|Soolking|2899.9|7|1.197
311|The Beatles|2893.8|9|0.956
312|Avi?es do Forr¢|2882.5|6|0.767
313|Bryant Myers|2878.9|10|1.248
314|Bee Gees|2854.4|6|1.327
315|Ne-Yo|2842.2|10|0.729
316|La Oreja de Van Gogh|2833.9|5|1.126
317|Calle 13|2830|9|0.53
318|Mac Miller|2813.7|5|0.679
319|Gente De Zona|2800.3|4|0.489
320|Dr. Dre|2799.2|5|0.938
321|Udit Narayan|2798.2|8|0.746
322|La Arrolladora Banda El Lim¢n De RenÇ Camacho|2784.5|7|0.808
323|Five Finger Death Punch|2784.1|9|0.821
324|Greeicy|2775.4|8|0.843
325|Kratai Phannipha|2770.2|6|0.373
326|Aerosmith|2761.6|5|0.872
327|ZoÇ|2756.3|6|0.806
328|MAGIC!|2746.5|2|0.416
329|Soprano|2736.2|10|0.43
330|Zara Larsson|2729.6|4|0.3
331|Modern Talking|2723|7|1.102
332|La Trakalosa de Monterrey|2721.1|7|0.424
333|Aya Nakamura|2715.2|5|0.805
334|Gabriela Rocha|2703.2|4|0.958
335|Childish Gambino|2699.8|6|0.693
336|Labanoon|2698.7|6|0.284
337|L'AlgÇrino|2694.4|8|0.287
338|Dilsinho|2687|4|0.675
339|Feid|2669.1|8|6.684
340|The Cranberries|2667|5|0.86
341|Son Tung M-TP|2660.6|11|0.614
342|Dimitri Vegas & Like Mike|2637.1|3|0.286
343|T.I.|2632.1|6|0.433
344|Ankush Raja|2625.1|6|1.233
345|Fetty Wap|2615.4|7|0.327
346|The Lonely Island|2603.5|9|0.166
347|A$AP Rocky|2599.5|4|0.699
348|Daft Punk|2587|5|0.734
349|MCs Zaac & Jerry|2585.8|8|0.227
350|Amr Diab|2584.4|3|0.412
351|will.i.am|2582|6|0.295
352|Jes£s Adri†n Romero|2577|7|0.873
353|Fall Out Boy|2572.4|6|0.415
354|ZÇ Felipe|2553|8|2.395
355|Robin Schulz|2552.6|6|0.58
356|Oasis|2538.5|7|0.597
357|Franco De Vita|2537.4|8|0.644
358|5 Seconds of Summer|2537|5|0.378
359|YNW Melly|2534.2|5|0.608
360|Swedish House Mafia|2525.6|5|0.458
361|Luke Combs|2522.2|6|1.08
362|Westlife|2515|6|0.838
363|Anne-Marie|2514.7|6|0.928
364|Ferrugem|2511.5|6|0.793
365|Jon Z|2505.3|5|0.966
366|Gloria Trevi|2501.3|5|0.635
367|Mustafa Ceceli|2495|7|0.696
368|Mamamoo|2494.4|4|0.615
369|Turma do Pagode|2482.8|6|0.649
370|Ava Max|2479.7|5|1.306
371|David Bisbal|2450.6|6|0.47
372|R. Kelly|2449|6|0.109
373|Felipe Ara£jo|2433.9|6|0.584
374|Jay Wheeler|2433.5|4|1.331
375|Tarkan|2430.8|4|0.678
376|The Pussycat Dolls|2429.5|8|0.7
377|Dhvani Bhanushali|2403.5|2|0.568
378|Polo G|2402.3|5|0.866
379|Foo Fighters|2397|6|0.531
380|Calum Scott|2396.7|4|0.695
381|Lukas Graham|2395.4|4|0.444
382|Trey Songz|2390.5|4|0.331
383|Miyagi|2384.7|4|1.486
384|Mau y Ricky|2375.8|3|0.797
385|Kelly Clarkson|2374.7|4|0.452
386|Selena|2362.7|7|0.971
387|Koray Avc?|2353.9|7|0.25
388|Gera MX|2349.8|3|1.064
389|Carla Morrison|2333.7|5|0.901
390|George Michael|2330.8|5|1.041
391|Sean Kingston|2327|4|0.724
392|Muse|2326.4|6|0.462
393|Luke Bryan|2321.2|7|0.352
394|Leningrad|2309.3|6|0.328
395|Super Junior|2295.4|7|0.369
396|De La Ghetto|2271.5|3|0.473
397|YG|2265.6|6|0.357
398|Roddy Ricch|2262.9|6|0.659
399|Avenged Sevenfold|2262.8|7|0.556
400|Carly Rae Jepsen|2255.9|2|0.31
401|Elton John|2250.2|6|1.395
402|iKON|2247.1|3|0.324
403|Alka Yagnik|2241.6|6|0.701
404|J. Cole|2241.4|6|0.775
405|Snoop Dogg|2233.7|7|0.536
406|Rita Ora|2229.9|4|0.287
407|Disturbed|2216.7|3|0.639
408|Desiigner|2215.5|4|0.274
409|Tones and I|2212.6|1|0.478
410|Gotye|2205|1|0.596
411|ZÇ Vaqueiro|2203.1|7|0.993
412|a-ha|2202.9|1|0.746
413|Diego & Victor Hugo|2200.2|7|0.64
414|A Boogie wit da Hoodie|2191.1|3|0.666
415|Logic|2184.2|3|0.193
416|Juanes|2177.1|8|0.565
417|Projota|2175.8|5|0.269
418|Kendji Girac|2175.6|8|0.47
419|2NE1|2166.1|2|0.235
420|Piccolo Coro dell'Antoniano|2154.6|3|0.685
421|Lunay|2144.2|6|0.448
422|Lil Dicky|2138|4|0.263
423|Rod Stewart|2136.7|4|1.107
424|Rag'n'Bone Man|2131.8|2|0.683
425|U2|2130.8|5|0.708
426|Megan Thee Stallion|2129.4|8|0.605
427|Hassan Shakosh|2121.7|5|0.35
428|Tove Lo|2116|3|0.47
429|K-ICM|2115.8|5|0.152
430|MC Pedrinho|2114.4|7|0.21
431|Sorriso Maroto|2095.7|4|0.645
432|The Script|2091.4|5|0.356
433|Danna Paola|2090.3|4|0.581
434|Mike Posner|2080|2|0.331
435|Ke$ha|2078.3|6|0.239
436|Silent¢|2059.3|1|0.128
437|MC Fioti|2058.8|1|0.218
438|Himesh Reshammiya|2052.2|3|1.31
439|Amy Winehouse|2049.1|4|0.684
440|MC Kekel|2048.2|6|0.101
441|ITZY|2035.1|7|1.013
442|Tory Lanez|2033.1|2|0.549
443|Shreya Ghoshal|2032.5|5|0.67
444|Michel Tel¢|2028|2|0.264
445|Kane Brown|2027.9|3|0.57
446|Capital Bra|2015.6|2|0.287
447|Tierry|2015.5|3|0.847
448|Zack Knight|2014.3|3|0.537
449|Andrea Bocelli|2013.5|4|0.688
450|Nelly Furtado|2011.5|4|0.658
451|Pabllo Vittar|1999.1|5|0.253
452|Andra|1998.5|4|0.198
453|MC Davo|1996|5|0.573
454|Olivia Rodrigo|1995.7|5|0.973
455|Joey Montana|1989.9|2|0.166
456|Lorde|1989.8|4|0.205
457|Eduardo Costa|1985.2|4|0.541
458|AKB48|1984.4|2|0.202
459|Skillet|1983.4|4|0.546
460|Indila|1982|4|0.877
461|Darshan Raval|1973.4|4|0.537
462|Lucas Lucco|1972.6|7|0.392
463|YOUNGOHM|1969|7|0.773
464|The Killers|1962.1|6|0.39
465|blink-182|1962|5|0.45
466|Big Sean|1959.9|5|0.159
467|Lartiste|1954.5|3|0.262
468|Cocktail|1947.4|7|0.378
469|JoJo Siwa|1941.6|4|0.212
470|Jason Mraz|1934.7|5|0.34
471|Jessi Uribe|1932|5|0.996
472|Kid Ink|1930.9|3|0.206
473|Cyndi Lauper|1930.7|3|0.536
474|Timati|1928.6|2|0.542
475|Hala Al Turk|1923.4|6|0.242
476|Laura Pausini|1922.2|2|0.408
477|Shania Twain|1919.2|6|0.689
478|Luciano Pereyra|1912|3|0.572
479|Michael BublÇ|1909.6|5|0.325
480|Timbaland|1904.9|6|0.701
481|Fergie|1899|6|0.395
482|Juan Magan|1898.2|5|0.242
483|Mohamed Alsalim|1897.8|3|0.535
484|Banda El Recodo De Cruz Liz†rraga|1895.6|5|0.38
485|Natalia Lafourcade|1893.9|5|0.793
486|Depeche Mode|1890.8|4|0.627
487|Balti|1890.4|3|0.652
488|Imran Khan|1888.6|4|0.891
489|Alvaro Soler|1886.6|4|0.312
490|Lewis Capaldi|1880.3|4|0.999
491|Sabyan|1878.8|6|0.147
492|Alem†n|1875.1|3|1.049
493|Sin Bandera|1866.7|6|0.496
494|B Praak|1863.1|3|0.233
495|Remmy Valenzuela|1862.4|6|0.442
496|Ceca|1861.6|0|0.352
497|MC Kevin|1853.6|4|0.625
498|OMI|1853.5|3|0.276
499|Florida Georgia Line|1852.1|5|0.206
500|Canserbero|1851.4|4|0.995
501|Hozier|1840|2|0.551
502|Lil Tjay|1835.7|3|0.723
503|Ricardo Montaner|1829.6|3|0.464
504|Radiohead|1828.1|2|0.791
505|Cristiano Ara£jo|1826.9|6|0.213
506|Galantis|1825.8|4|0.172
507|Niska|1825|4|0.432
508|Paula Fernandes|1822.8|3|0.443
509|Jason Aldean|1819.9|3|0.469
510|Palak Muchhal|1811.4|3|0.472
511|Chris Jeday|1803.9|3|0.691
512|Roxette|1801.6|3|0.516
513|Black M|1798.1|6|0.154
514|(G)I-DLE|1797.7|7|1.66
515|IU|1792.6|6|0.392
516|Arash|1790.6|4|0.57
517|Via Vallen|1787.5|3|0.084
518|Hailee Steinfeld|1782.2|6|0.261
519|Three Days Grace|1780.4|4|0.423
520|Soulja Boy Tell'em|1780.1|2|0.196
521|PNL|1775.6|6|0.338
522|Alok|1773.2|2|0.639
523|Maria Becerra|1766.2|6|2.345
524|The Game|1764.7|5|0.38
525|Abraham Mateo|1760.9|3|0.408
526|Bryson Tiller|1760.7|4|0.457
527|Blake Shelton|1760.6|3|0.332
528|AronChupa|1758|3|0.228
529|Eros Ramazzotti|1757.6|4|0.632
530|James Blunt|1757.1|2|0.429
531|Naughty Boy|1751.2|2|0.214
532|Marcos & Belutti|1745.3|4|0.265
533|SHINee|1735.6|2|0.27
534|R.E.M.|1734.9|2|0.571
535|2 Chainz|1728.7|5|0.278
536|Vremya i Steklo|1721.8|5|0.138
537|Lata Mangeshkar|1720.7|6|0.449
538|?rem Derici|1717.3|3|0.319
539|Scorpions|1715.3|2|0.444
540|Raymix|1712.5|3|0.379
541|ONE OK ROCK|1711.7|3|0.38
542|Zouhair Bahaoui|1705.7|3|0.489
543|Ra° Saia Rodada|1702.9|4|0.485
544|Rick Astley|1697.5|2|0.504
545|My Chemical Romance|1689.8|7|0.511
546|Rick Ross|1687.2|3|0.342
547|B.o.B|1687.1|2|0.3
548|Korn|1686|3|0.492
549|Lil Skies|1683.5|4|0.184
550|El Komander|1679.2|3|0.26
551|Naps|1671.7|5|0.472
552|Nella Kharisma|1671.3|5|0.135
553|Shaggy|1663.3|6|0.425
554|Noriel|1661.3|3|0.404
555|Bruce Springsteen|1653.9|3|0.626
556|"Earth| Wind & Fire"|1649.2|3|0.563
557|Foster The People|1645.9|3|0.373
558|3 Doors Down|1641.7|3|0.398
559|Boney M.|1637.7|3|1.038
560|Getsunova|1633.9|5|0.181
561|Mary J. Blige|1630.1|4|0.658
562|Joyner Lucas|1620.7|1|0.36
563|2CELLOS|1619.4|1|0.333
564|Destiny's Child|1617.9|7|0.433
565|Last Child|1615.9|4|0.714
566|Lauv|1610.5|4|0.368
567|Robbie Williams|1605.3|4|0.277
568|Jonas Brothers|1597.6|3|0.199
569|Lauana Prado|1595.8|3|0.613
570|Toni Braxton|1595|3|0.577
571|Sofia Reyes|1590.3|3|0.514
572|Wham!|1580.5|2|0.311
573|Jeremih|1580|6|0.294
574|J Alvarez|1579.4|2|0.393
575|Ella Mai|1579.3|4|0.441
576|Burna Boy|1578.5|3|1.589
577|Marilyn Manson|1576.3|3|0.356
578|Audioslave|1576.1|3|0.488
579|Afrojack|1572.9|3|0.102
580|Là B?o Bçnh|1572|4|0.383
581|Manuel Medrano|1566.9|3|0.397
582|The Notorious B.I.G.|1560.1|4|0.793
583|Israel Kamakawiwo'ole|1558.2|2|0.301
584|T-Pain|1552.8|5|0.431
585|The Police|1549.7|3|0.571
586|JD Pantoja|1548.7|4|0.316
587|MC WM|1542.2|5|0.092
588|Fun.|1542.2|3|0.284
589|Demet Akal?n|1541.5|2|0.173
590|Wolfine|1534|2|0.271
591|Israel & Rodolffo|1527.8|1|1.652
592|Andy Rivera|1527|3|0.583
593|MHD|1525|5|0.245
594|M? TÉm|1521.7|2|0.274
595|Die Antwoord|1519.3|5|0.206
596|Reynmen|1516|3|0.25
597|Elvis Presley|1513.6|1|0.782
598|Kehlani|1512.9|2|0.325
599|Santana|1490.9|3|0.57
600|Ty Dolla $ign|1487.9|1|0.231
601|No Doubt|1486.7|2|0.394
602|Renuka Panwar|1483.5|1|0.313
603|4 Non Blondes|1479.9|1|0.563
604|Alexandra Stan|1476|5|0.236
605|Kany Garc°a|1474.9|4|0.918
606|Kid Rock|1467.8|2|0.455
607|Carrie Underwood|1460.8|1|0.234
608|Toto|1456.7|3|0.649
609|Mannat Noor|1452.8|1|0.221
610|Rombai|1443.9|4|0.197
611|Tom Odell|1443.3|2|1.086
612|Fernandinho|1437.4|2|0.821
613|4Minute|1428.6|4|0.126
614|Abel Pintos|1428.1|1|0.354
615|SISTAR|1425.7|4|0.162
616|Buray|1423.8|7|0.354
617|Thiaguinho|1423.4|2|0.618
618|R3HAB|1422.5|2|0.222
619|Grupo Revelaá?o|1420.6|2|0.538
620|Mano Walter|1420.1|3|0.142
621|Europe|1417.6|2|0.371
622|Yo Gotti|1414.7|4|0.237
623|BÇ B?o An|1411.3|4|0.384
624|Tainy|1410|3|0.4
625|Alessia Cara|1409.4|4|0.207
626|Troye Sivan|1409|2|0.201
627|Jenni Rivera|1408.3|2|0.023
628|Willy William|1406.9|2|0.315
629|Kids United|1406.8|3|0.314
630|Carla's Dreams|1400.8|0|0.361
631|Dwayne Johnson|1400.6|1|1.17
632|L.??.|1397.4|5|0.45
633|C. Tangana|1396.9|3|0.364
634|Sunidhi Chauhan|1394.4|3|0.216
635|•engo Flow|1388.8|4|0.825
636|Radwimps|1386.7|3|0.483
637|Damas Gratis|1384.5|4|0.756
638|G.E.M.|1381.6|4|0.234
639|Milky Chance|1380.1|3|0.412
640|The Kid LAROI|1379.9|2|0.775
641|Banda Carnaval|1379.8|1|0.248
642|Hande Yener|1378.6|3|0.184
643|Aqua|1377.2|1|0.536
644|Kong Huayrai|1375.9|4|0.432
645|Sherine|1375.5|5|0.58
646|Hadise|1374.1|5|0.232
647|Owl City|1373.3|2|0.223
648|MC G15|1372.3|5|0.08
649|Kings Of Leon|1367.3|2|0.302
650|J-Ax|1365.4|2|0.118
651|Pang Nakarin|1365|4|0.168
652|Akcent (Romania)|1362.6|1|0.22
653|Rudimental|1361.9|3|0.18
654|OutKast|1361.4|3|0.383
655|Gigi D'Agostino|1360.5|3|0.381
656|Melim|1359.1|2|0.399
657|Preto no Branco|1355.4|2|0.329
658|Marwa Loud|1353.6|5|0.47
659|Ryan Castro|1352.7|5|1.403
660|Fernando & Sorocaba|1342.2|1|0.137
661|Flume|1338.9|3|0.229
662|Bonnie Tyler|1336|3|0.469
663|Natiruts|1331.5|3|0.551
664|Auli'i Cravalho|1329.3|2|0.619
665|MC Lan|1328.9|2|0.05
666|Alejandra Guzm†n|1328.4|3|0.229
667|Ylvis|1325.5|1|0.145
668|Armaan Malik|1322.7|3|0.354
669|YFN Lucci|1320.2|2|0.312
670|Sexion D'Assaut|1317.4|2|0.158
671|Rvssian|1315.2|3|0.291
672|Pedro Sampaio|1310.9|4|0.575
673|Sila|1304.6|2|0.249
674|Taio Cruz|1300.9|5|0.159
675|The Lumineers|1299.5|4|0.304
676|Vitor Fernandes|1299.4|3|0.528
677|GÅl?en|1296.5|4|0.255
678|Baby Rasta y Gringo|1295.6|1|0.287
679|Mahahing|1294.7|4|0.132
680|Gwen Stefani|1293.3|4|0.247
681|Alexis y Fido|1291.7|3|0.505
682|Billy Joel|1287.1|3|0.437
683|Emrah Karaduman|1286.5|3|0.146
684|Duke Dumont|1286.3|2|0.285
685|L-Gante|1281.3|1|0.581
686|John Newman|1278.3|1|0.271
687|Dennis|1277.6|2|0.152
688|Phil Collins|1277.6|2|0.368
689|JhenÇ Aiko|1274.9|2|0.414
690|El Bebeto|1271.4|2|0.189
691|Lenny Kravitz|1271.4|3|0.382
692|IZA|1270.3|5|0.396
693|Era Istrefi|1269.5|1|0.542
694|Nego do Borel|1269|3|0.065
695|Young M.A|1267.7|2|0.168
696|Le¢n Larregui|1264.3|4|0.345
697|SZA|1264|4|4.931
698|Yelawolf|1262.1|2|0.412
699|Mike WiLL Made-It|1261.9|1|0.118
700|Thomas Rhett|1261.4|2|0.174
701|Tiago PZK|1261.2|3|0.974
702|Sting|1260.2|3|0.554
703|The Neighbourhood|1255.2|1|0.545
704|Jads & Jadson|1252.2|1|0.23
705|Kim Loaiza|1252.1|4|1.25
706|Sharry Mann|1251.1|3|0.311
707|Jo?o Gomes|1247.2|4|1.729
708|Thirty Seconds to Mars|1247.2|3|0.176
709|Ayo & Teo|1247|2|0.09
710|WINNER|1244|1|0.119
711|NerdOut|1243.1|1|0.207
712|OG-ANIC|1241.3|4|0.191
713|Keyshia Cole|1241.1|5|0.319
714|Reykon|1236|2|0.16
715|Train|1233.3|4|0.205
716|Bruno e Barretto|1229.5|2|0.256
717|Carlos Baute|1229.3|1|0.239
718|Shaan|1229.3|2|0.879
719|AndrÇs Cepeda|1227.4|3|0.273
720|Florence + The Machine|1226.4|2|0.184
721|Limp Bizkit|1222.2|5|0.38
722|Severina|1222.2|1|0.214
723|Leona Lewis|1221.1|4|0.273
724|Diljit Dosanjh|1219.1|3|0.379
725|M†rcia Fellipe|1215.6|2|0.156
726|Omarion|1215.5|1|0.155
727|Bastille|1215.3|1|0.195
728|Brett Young|1215.3|2|0.382
729|Simple Plan|1213.8|4|0.237
730|Robin Thicke|1209.3|1|0.17
731|Austin Mahone|1207.8|2|0.091
732|ZÇ Ramalho|1204.7|3|0.349
733|Nipsey Hussle|1199.5|2|0.3
734|Jowell & Randy|1198.4|1|0.284
735|Liam Payne|1192.8|3|0.126
736|Amenazzy|1191|1|0.526
737|2Pac|1183.2|3|0.382
738|Mabel Matiz|1182.8|2|0.431
739|Bushido|1182.7|0|0.129
740|Nick Jonas|1182|2|0.134
741|Dynoro|1180.3|1|0.138
742|Victor & Leo|1178.9|2|0.373
743|Mora|1177.6|2|2.48
744|Shinedown|1175.5|1|0.346
745|Baby K|1175.4|3|0.158
746|George Ezra|1175.2|4|0.251
747|Dire Straits|1175|5|0.469
748|Zak Chumpae|1174.7|3|0.041
749|Dhurata Dora|1174|1|0.231
750|Vicentico|1167.9|3|0.415
751|Sohail Sen|1167|2|0.309
752|Basshunter|1166.8|2|0.134
753|Otilia|1164.4|1|0.121
754|Mr. Children|1164.3|0|0.553
755|Nightwish|1159.6|2|0.365
756|Jax Jones|1156.1|4|0.131
757|Benny Blanco|1153.8|2|0.259
758|Residente|1153.1|3|0.217
759|MinistÇrio Zoe|1150.1|1|0.324
760|Sabrina Carpenter|1148.8|1|0.415
761|Disclosure|1145.3|3|0.167
762|Tomorrow X Together|1145.3|4|0.419
763|N Sync|1144.5|3|0.375
764|Felipe Pel†ez|1141.4|2|0.231
765|Miguel BosÇ|1137.2|2|0.344
766|Sade|1134.8|3|0.459
767|Bonez MC|1128.1|3|0.28
768|Yellow Claw|1127.7|3|0.173
769|James Bay|1125.5|2|0.182
770|Alec Benjamin|1125.4|1|0.585
771|Lexa|1122.5|3|0.142
772|Banda Tierra Sagrada|1122.1|2|0.221
773|Club Dogo|1121.9|0|0.242
774|Lady Antebellum|1121.7|2|0.261
775|Kid Cudi|1120.8|3|0.232
776|The Vamps|1117.1|2|0.121
777|August Alsina|1116.5|2|0.181
778|Momoland|1113.2|2|0.174
779|Survivor|1111.9|2|0.389
780|Amit Kumar|1111.8|2|0.244
781|The Verve|1107.1|1|0.333
782|LÇo Magalh?es|1101.8|1|0.345
783|MIKA|1100.9|2|0.17
784|Charli XCX|1100.9|3|0.142
785|Yella Beezy|1097.7|2|0.215
786|DVBBS|1094.1|1|0.067
787|Sam Hunt|1091.5|3|0.122
788|Aitana|1085|4|0.632
789|Ludacris|1084.2|1|0.191
790|Edward Maya|1083.3|2|0.277
791|Simge|1082.3|4|0.271
792|Birdy|1079.3|4|0.202
793|Labrinth|1077.9|3|0.402
794|The 1975|1077.9|0|0.404
795|Mero|1077.6|2|0.321
796|Bhad Bhabie|1077.3|2|0.095
797|Alkilados|1077.3|4|0.18
798|The Rolling Stones|1076.6|0|0.281
799|R. City|1076.4|1|0.145
800|Ben Fero|1073.7|3|0.228
801|Bazzi|1073.7|4|0.192
802|Gloria Groove|1072.8|2|0.534
803|Weird Al Yankovic|1070.8|2|0.23
804|Lizzo|1069.3|4|0.361
805|Keane|1068.7|2|0.554
806|Dan + Shay|1068.3|3|0.191
807|Boy Panomprai|1068|3|0.176
808|Anavit¢ria|1067.6|3|0.243
809|Dillon Francis|1066.4|2|0.121
810|B°ch Ph??ng|1062.8|2|0.449
811|Hoobastank|1059.8|1|0.309
812|Wale|1058.1|3|0.223
813|Gym Class Heroes|1056.7|2|0.399
814|Sido|1056.5|0|0.281
